...1,file,speaker,language,duration,segment,word,f1,f2,f3,previous_sound,next_sound,percent,IsApproximant,IsAcoustic,gender,omit,position
234,JP_2d57ke_leaf129_L,2d57ke,Japanese,0.076,L,leaf,316,1456,2673,-,IY1,50,yes,yes,Male,0,initial
235,JP_2d57ke_leaf159_L,2d57ke,Japanese,0.064,L,leaf,370,1300,2611,-,IY1,50,yes,yes,Male,0,initial
236,JP_2d57ke_leap049_L,2d57ke,Japanese,0.078,L,leap,275,1325,2576,-,IY1,50,yes,yes,Male,0,initial
237,JP_2d57ke_leap099_L,2d57ke,Japanese,0.062,L,leap,366,1480,2627,-,IY1,50,yes,yes,Male,0,initial
238,JP_2d57ke_leap147_L,2d57ke,Japanese,0.064,L,leap,344,1453,2568,-,IY1,50,yes,yes,Male,0,initial
239,JP_2d57ke_leap177_L,2d57ke,Japanese,0.062,L,leap,377,1480,2559,-,IY1,50,yes,yes,Male,0,initial
240,JP_2d57ke_leave082_L,2d57ke,Japanese,0.084,L,leave,445,1321,2150,-,IY1,50,yes,yes,Male,0,initial
241,JP_2d57ke_leave130_L,2d57ke,Japanese,0.032,L,leave,288,1664,3241,-,IY1,50,yes,yes,Male,0,initial
242,JP_2d57ke_leave160_L,2d57ke,Japanese,0.052,L,leave,236,1428,2580,-,IY1,50,yes,yes,Male,0,initial
243,JP_2d57ke_loom026_L,2d57ke,Japanese,0.04,L,loom,338,1443,2783,-,UW1,50,yes,yes,Male,0,initial
244,JP_2d57ke_loom076_L,2d57ke,Japanese,0.092,L,loom,301,1276,2674,-,UW1,50,yes,yes,Male,0,initial
245,JP_2d57ke_loom124_L,2d57ke,Japanese,0.09,L,loom,347,1276,2613,-,UW1,50,yes,yes,Male,0,initial
246,JP_2d57ke_loom154_L,2d57ke,Japanese,0.05,L,loom,318,1302,2624,-,UW1,50,yes,yes,Male,0,initial
247,JP_2d57ke_lube043_L,2d57ke,Japanese,0.072,L,lube,290,1259,2861,-,UW1,50,yes,yes,Male,0,initial
248,JP_2d57ke_lube093_L,2d57ke,Japanese,0.086,L,lube,357,1275,2653,-,UW1,50,yes,yes,Male,0,initial
249,JP_2d57ke_lube141_L,2d57ke,Japanese,0.048,L,lube,315,1355,2549,-,UW1,50,yes,yes,Male,0,initial
250,JP_2d57ke_lube171_L,2d57ke,Japanese,0.05,L,lube,348,1357,2524,-,UW1,50,yes,yes,Male,0,initial
251,JP_2d57ke_ram142_R,2d57ke,Japanese,0.07,R,ram,391,1571,2329,-,AE1,50,yes,yes,Male,0,initial
252,JP_2d57ke_ram172_R,2d57ke,Japanese,0.062,R,ram,360,1585,3008,-,AE1,50,yes,yes,Male,0,initial
253,JP_2d57ke_ramp045_R,2d57ke,Japanese,0.062,R,ramp,380,1126,2955,-,AE1,50,yes,yes,Male,0,initial
254,JP_2d57ke_ramp095_R,2d57ke,Japanese,0.072,R,ramp,430,1472,1807,-,AE1,50,yes,yes,Male,0,initial
255,JP_2d57ke_ramp143_R,2d57ke,Japanese,0.09,R,ramp,369,1498,1743,-,AE1,50,yes,yes,Male,0,initial
256,JP_2d57ke_ramp173_R,2d57ke,Japanese,0.088,R,ramp,366,1472,1761,-,AE1,50,yes,yes,Male,0,initial
257,JP_2d57ke_rap050_R,2d57ke,Japanese,0.034,R,rap,634,1071,3044,-,AE1,50,yes,yes,Male,0,initial
258,JP_2d57ke_rap100_R,2d57ke,Japanese,0.108,R,rap,437,1471,1783,-,AE1,50,yes,yes,Male,0,initial
259,JP_2d57ke_rap148_R,2d57ke,Japanese,0.078,R,rap,410,1555,1781,-,AE1,50,yes,yes,Male,0,initial
260,JP_2d57ke_rap178_R,2d57ke,Japanese,0.036,R,rap,586,1329,2279,-,AE1,50,yes,yes,Male,0,initial
261,JP_2d57ke_reap025_R,2d57ke,Japanese,0.078,R,reap,437,1311,2707,-,IY1,50,yes,yes,Male,0,initial
262,JP_2d57ke_reap075_R,2d57ke,Japanese,0.088,R,reap,406,1299,2449,-,IY1,50,yes,yes,Male,0,initial
263,JP_2d57ke_reap123_R,2d57ke,Japanese,0.068,R,reap,401,1794,2057,-,IY1,50,yes,yes,Male,0,initial
264,JP_2d57ke_reap153_R,2d57ke,Japanese,0.054,R,reap,369,1732,2051,-,IY1,50,yes,yes,Male,0,initial
265,JP_2d57ke_reef046_R,2d57ke,Japanese,0.08,R,reef,370,1324,2623,-,IY1,50,yes,yes,Male,0,initial
266,JP_2d57ke_reef096_R,2d57ke,Japanese,0.044,R,reef,398,1761,2048,-,IY1,50,yes,yes,Male,0,initial
267,JP_2d57ke_reeve085_R,2d57ke,Japanese,0.042,R,reeve,327,1484,2659,-,IY1,50,yes,yes,Male,0,initial
268,JP_2d57ke_reeve163_R,2d57ke,Japanese,0.048,R,reeve,303,1953,2750,-,IY1,50,yes,yes,Male,0,initial
269,JP_2d57ke_room023_R,2d57ke,Japanese,0.086,R,room,366,1230,2222,-,UW1,50,yes,yes,Male,0,initial
270,JP_2d57ke_room073_R,2d57ke,Japanese,0.08,R,room,349,1205,2751,-,UW1,50,yes,yes,Male,0,initial
271,JP_2d57ke_room121_R,2d57ke,Japanese,0.068,R,room,287,1342,2438,-,UW1,50,yes,yes,Male,0,initial
272,JP_2d57ke_room151_R,2d57ke,Japanese,0.042,R,room,330,1650,1845,-,UW1,50,yes,yes,Male,0,initial
273,JP_2d57ke_rube052_R,2d57ke,Japanese,0.042,R,rube,382,1378,2577,-,UW1,50,yes,yes,Male,0,initial
274,JP_2d57ke_rube102_R,2d57ke,Japanese,0.054,R,rube,327,1374,2631,-,UW1,50,yes,yes,Male,0,initial
275,JP_2d57ke_rube150_R,2d57ke,Japanese,0.044,R,rube,322,1470,1691,-,UW1,50,yes,yes,Male,0,initial
276,JP_2d57ke_rube180_R,2d57ke,Japanese,0.038,R,rube,298,1696,1809,-,UW1,50,yes,yes,Male,0,initial
277,JP_2zy9tf_lamb035_L,2zy9tf,Japanese,0.034,L,lamb,380,1359,1563,-,AE1,50,yes,yes,Male,0,initial
278,JP_2zy9tf_lamb085_L,2zy9tf,Japanese,0.054,L,lamb,435,1055,1475,-,AE1,50,yes,yes,Male,0,initial
279,JP_2zy9tf_lamb133_L,2zy9tf,Japanese,0.036,L,lamb,546,1073,1744,-,AE1,50,yes,yes,Male,0,initial
280,JP_2zy9tf_lamb172_L,2zy9tf,Japanese,0.032,L,lamb,437,975,1439,-,AE1,50,yes,yes,Male,0,initial
281,JP_2zy9tf_lamp053_L,2zy9tf,Japanese,0.036,L,lamp,395,1304,1671,-,AE1,50,yes,yes,Male,0,initial
282,JP_2zy9tf_lap032_L,2zy9tf,Japanese,0.036,L,lap,554,1055,3529,-,AE1,50,yes,yes,Male,0,initial
283,JP_2zy9tf_lap082_L,2zy9tf,Japanese,0.066,L,lap,420,914,1486,-,AE1,50,yes,yes,Male,0,initial
284,JP_2zy9tf_lap130_L,2zy9tf,Japanese,0.042,L,lap,445,1069,1568,-,AE1,50,yes,yes,Male,0,initial
285,JP_2zy9tf_leaf033_L,2zy9tf,Japanese,0.074,L,leaf,296,844,1670,-,IY1,50,yes,yes,Male,0,initial
286,JP_2zy9tf_leaf083_L,2zy9tf,Japanese,0.05,L,leaf,342,752,1946,-,IY1,50,yes,yes,Male,0,initial
287,JP_2zy9tf_leaf131_L,2zy9tf,Japanese,0.036,L,leaf,293,842,2127,-,IY1,50,yes,yes,Male,0,initial
288,JP_2zy9tf_leap051_L,2zy9tf,Japanese,0.036,L,leap,335,1059,2061,-,IY1,50,yes,yes,Male,0,initial
289,JP_2zy9tf_leap101_L,2zy9tf,Japanese,0.078,L,leap,321,909,1931,-,IY1,50,yes,yes,Male,0,initial
290,JP_2zy9tf_leap149_L,2zy9tf,Japanese,0.07,L,leap,329,915,2121,-,IY1,50,yes,yes,Male,0,initial
291,JP_2zy9tf_leave034_L,2zy9tf,Japanese,0.06,L,leave,339,1283,1874,-,IY1,50,yes,yes,Male,0,initial
292,JP_2zy9tf_leave084_L,2zy9tf,Japanese,0.048,L,leave,349,807,1874,-,IY1,50,yes,yes,Male,0,initial
293,JP_2zy9tf_leave132_L,2zy9tf,Japanese,0.062,L,leave,301,795,1952,-,IY1,50,yes,yes,Male,0,initial
294,JP_2zy9tf_loom028_L,2zy9tf,Japanese,0.042,L,loom,259,817,1614,-,UW1,50,yes,yes,Male,0,initial
295,JP_2zy9tf_loom078_L,2zy9tf,Japanese,0.04,L,loom,298,816,1796,-,UW1,50,yes,yes,Male,0,initial
296,JP_2zy9tf_loom126_L,2zy9tf,Japanese,0.046,L,loom,243,921,1693,-,UW1,50,yes,yes,Male,0,initial
297,JP_2zy9tf_lube045_L,2zy9tf,Japanese,0.072,L,lube,271,952,1615,-,UW1,50,yes,yes,Male,0,initial
298,JP_2zy9tf_lube143_L,2zy9tf,Japanese,0.058,L,lube,258,828,1790,-,UW1,50,yes,yes,Male,0,initial
299,JP_2zy9tf_ram096_R,2zy9tf,Japanese,0.05,R,ram,437,1155,1599,-,AE1,50,yes,yes,Male,0,initial
300,JP_2zy9tf_ram144_R,2zy9tf,Japanese,0.044,R,ram,340,1014,1475,-,AE1,50,yes,yes,Male,0,initial
301,JP_2zy9tf_ramp047_R,2zy9tf,Japanese,0.056,R,ramp,353,1324,1874,-,AE1,50,yes,yes,Male,0,initial
302,JP_2zy9tf_ramp097_R,2zy9tf,Japanese,0.046,R,ramp,420,1117,1627,-,AE1,50,yes,yes,Male,0,initial
303,JP_2zy9tf_ramp145_R,2zy9tf,Japanese,0.038,R,ramp,453,1049,1589,-,AE1,50,yes,yes,Male,0,initial
304,JP_2zy9tf_rap052_R,2zy9tf,Japanese,0.038,R,rap,381,951,1397,-,AE1,50,yes,yes,Male,0,initial
305,JP_2zy9tf_rap102_R,2zy9tf,Japanese,0.062,R,rap,394,978,1462,-,AE1,50,yes,yes,Male,0,initial
306,JP_2zy9tf_rap150_R,2zy9tf,Japanese,0.064,R,rap,378,899,1511,-,AE1,50,yes,yes,Male,0,initial
307,JP_2zy9tf_reap027_R,2zy9tf,Japanese,0.038,R,reap,353,1132,2039,-,IY1,50,yes,yes,Male,0,initial
308,JP_2zy9tf_reap077_R,2zy9tf,Japanese,0.044,R,reap,348,1219,2115,-,IY1,50,yes,yes,Male,0,initial
309,JP_2zy9tf_reap125_R,2zy9tf,Japanese,0.048,R,reap,321,834,2019,-,IY1,50,yes,yes,Male,0,initial
310,JP_2zy9tf_reeve087_R,2zy9tf,Japanese,0.038,R,reeve,362,1040,2073,-,IY1,50,yes,yes,Male,0,initial
311,JP_2zy9tf_reeve135_R,2zy9tf,Japanese,0.04,R,reeve,376,2104,2563,-,IY1,50,yes,yes,Male,0,initial
312,JP_2zy9tf_room123_R,2zy9tf,Japanese,0.044,R,room,238,914,1442,-,UW1,50,yes,yes,Male,0,initial
313,JP_2zy9tf_rube104_R,2zy9tf,Japanese,0.04,R,rube,287,851,1623,-,UW1,50,yes,yes,Male,0,initial
314,JP_3bcpyh_lamb035_L,3bcpyh,Japanese,0.044,L,lamb,337,1400,2351,-,AE1,50,yes,yes,Male,0,initial
315,JP_3bcpyh_lamb083_L,3bcpyh,Japanese,0.056,L,lamb,470,1357,2376,-,AE1,50,yes,yes,Male,0,initial
316,JP_3bcpyh_lamb131_L,3bcpyh,Japanese,0.058,L,lamb,394,1417,2288,-,AE1,50,yes,yes,Male,0,initial
317,JP_3bcpyh_lamb179_L,3bcpyh,Japanese,0.046,L,lamb,431,1466,2364,-,AE1,50,yes,yes,Male,0,initial
318,JP_3bcpyh_lamb211_L,3bcpyh,Japanese,0.04,L,lamb,413,1521,2443,-,AE1,50,yes,yes,Male,0,initial
319,JP_3bcpyh_lamp053_L,3bcpyh,Japanese,0.056,L,lamp,372,1426,2255,-,AE1,50,yes,yes,Male,0,initial
320,JP_3bcpyh_lamp101_L,3bcpyh,Japanese,0.044,L,lamp,413,1362,2240,-,AE1,50,yes,yes,Male,0,initial
321,JP_3bcpyh_lamp149_L,3bcpyh,Japanese,0.054,L,lamp,351,1238,2264,-,AE1,50,yes,yes,Male,0,initial
322,JP_3bcpyh_lamp197_L,3bcpyh,Japanese,0.052,L,lamp,370,1312,2380,-,AE1,50,yes,yes,Male,0,initial
323,JP_3bcpyh_lap032_L,3bcpyh,Japanese,0.06,L,lap,423,1411,2449,-,AE1,50,yes,yes,Male,0,initial
324,JP_3bcpyh_lap080_L,3bcpyh,Japanese,0.048,L,lap,428,1439,2500,-,AE1,50,yes,yes,Male,0,initial
325,JP_3bcpyh_lap128_L,3bcpyh,Japanese,0.05,L,lap,391,1379,2316,-,AE1,50,yes,yes,Male,0,initial
326,JP_3bcpyh_lap176_L,3bcpyh,Japanese,0.04,L,lap,399,1354,2450,-,AE1,50,yes,yes,Male,0,initial
327,JP_3bcpyh_leaf033_L,3bcpyh,Japanese,0.066,L,leaf,345,1397,2301,-,IY1,50,yes,yes,Male,0,initial
328,JP_3bcpyh_leaf081_L,3bcpyh,Japanese,0.046,L,leaf,354,1393,2339,-,IY1,50,yes,yes,Male,0,initial
329,JP_3bcpyh_leaf129_L,3bcpyh,Japanese,0.046,L,leaf,370,1491,2374,-,IY1,50,yes,yes,Male,0,initial
330,JP_3bcpyh_leaf177_L,3bcpyh,Japanese,0.046,L,leaf,362,1443,2351,-,IY1,50,yes,yes,Male,0,initial
331,JP_3bcpyh_leap051_L,3bcpyh,Japanese,0.064,L,leap,314,1448,2257,-,IY1,50,yes,yes,Male,0,initial
332,JP_3bcpyh_leap099_L,3bcpyh,Japanese,0.076,L,leap,295,1324,2374,-,IY1,50,yes,yes,Male,0,initial
333,JP_3bcpyh_leap147_L,3bcpyh,Japanese,0.06,L,leap,354,1578,2377,-,IY1,50,yes,yes,Male,0,initial
334,JP_3bcpyh_leap195_L,3bcpyh,Japanese,0.06,L,leap,358,1661,2434,-,IY1,50,yes,yes,Male,0,initial
335,JP_3bcpyh_leap214_L,3bcpyh,Japanese,0.042,L,leap,325,1510,2415,-,IY1,50,yes,yes,Male,0,initial
336,JP_3bcpyh_leave034_L,3bcpyh,Japanese,0.068,L,leave,413,1311,2335,-,IY1,50,yes,yes,Male,0,initial
337,JP_3bcpyh_leave082_L,3bcpyh,Japanese,0.066,L,leave,417,1433,2393,-,IY1,50,yes,yes,Male,0,initial
338,JP_3bcpyh_leave130_L,3bcpyh,Japanese,0.07,L,leave,328,1512,2398,-,IY1,50,yes,yes,Male,0,initial
339,JP_3bcpyh_leave178_L,3bcpyh,Japanese,0.076,L,leave,356,1355,2347,-,IY1,50,yes,yes,Male,0,initial
340,JP_3bcpyh_loom028_L,3bcpyh,Japanese,0.08,L,loom,303,1474,2303,-,UW1,50,yes,yes,Male,0,initial
341,JP_3bcpyh_loom076_L,3bcpyh,Japanese,0.074,L,loom,324,1482,2353,-,UW1,50,yes,yes,Male,0,initial
342,JP_3bcpyh_loom124_L,3bcpyh,Japanese,0.048,L,loom,343,1515,2400,-,UW1,50,yes,yes,Male,0,initial
343,JP_3bcpyh_loom172_L,3bcpyh,Japanese,0.056,L,loom,333,1542,2338,-,UW1,50,yes,yes,Male,0,initial
344,JP_3bcpyh_lube045_L,3bcpyh,Japanese,0.064,L,lube,336,1475,2309,-,UW1,50,yes,yes,Male,0,initial
345,JP_3bcpyh_lube093_L,3bcpyh,Japanese,0.052,L,lube,328,1417,2365,-,UW1,50,yes,yes,Male,0,initial
346,JP_3bcpyh_lube141_L,3bcpyh,Japanese,0.064,L,lube,363,1348,2318,-,UW1,50,yes,yes,Male,0,initial
347,JP_3bcpyh_lube189_L,3bcpyh,Japanese,0.042,L,lube,372,1419,2326,-,UW1,50,yes,yes,Male,0,initial
348,JP_3bcpyh_ram046_R,3bcpyh,Japanese,0.046,R,ram,434,1107,1766,-,AE1,50,yes,yes,Male,0,initial
349,JP_3bcpyh_ram094_R,3bcpyh,Japanese,0.062,R,ram,377,1021,1736,-,AE1,50,yes,yes,Male,0,initial
350,JP_3bcpyh_ram142_R,3bcpyh,Japanese,0.034,R,ram,441,1096,1825,-,AE1,50,yes,yes,Male,0,initial
351,JP_3bcpyh_ram190_R,3bcpyh,Japanese,0.04,R,ram,387,1041,1789,-,AE1,50,yes,yes,Male,0,initial
352,JP_3bcpyh_ramp047_R,3bcpyh,Japanese,0.036,R,ramp,470,1229,2032,-,AE1,50,yes,yes,Male,0,initial
353,JP_3bcpyh_ramp095_R,3bcpyh,Japanese,0.058,R,ramp,385,970,1699,-,AE1,50,yes,yes,Male,0,initial
354,JP_3bcpyh_ramp143_R,3bcpyh,Japanese,0.036,R,ramp,446,1107,1897,-,AE1,50,yes,yes,Male,0,initial
355,JP_3bcpyh_ramp191_R,3bcpyh,Japanese,0.054,R,ramp,367,1021,1850,-,AE1,50,yes,yes,Male,0,initial
356,JP_3bcpyh_ramp213_R,3bcpyh,Japanese,0.04,R,ramp,470,1102,1917,-,AE1,50,yes,yes,Male,0,initial
357,JP_3bcpyh_rap052_R,3bcpyh,Japanese,0.056,R,rap,425,1116,1626,-,AE1,50,yes,yes,Male,0,initial
358,JP_3bcpyh_rap100_R,3bcpyh,Japanese,0.032,R,rap,388,953,1708,-,AE1,50,yes,yes,Male,0,initial
359,JP_3bcpyh_rap148_R,3bcpyh,Japanese,0.044,R,rap,393,1028,1717,-,AE1,50,yes,yes,Male,0,initial
360,JP_3bcpyh_rap196_R,3bcpyh,Japanese,0.052,R,rap,354,883,1732,-,AE1,50,yes,yes,Male,0,initial
361,JP_3bcpyh_reap027_R,3bcpyh,Japanese,0.058,R,reap,361,1139,1916,-,IY1,50,yes,yes,Male,0,initial
362,JP_3bcpyh_reap075_R,3bcpyh,Japanese,0.07,R,reap,395,1215,1932,-,IY1,50,yes,yes,Male,0,initial
363,JP_3bcpyh_reap123_R,3bcpyh,Japanese,0.052,R,reap,381,1283,1983,-,IY1,50,yes,yes,Male,0,initial
364,JP_3bcpyh_reap171_R,3bcpyh,Japanese,0.036,R,reap,379,1248,2020,-,IY1,50,yes,yes,Male,0,initial
365,JP_3bcpyh_reef048_R,3bcpyh,Japanese,0.048,R,reef,371,1150,1771,-,IY1,50,yes,yes,Male,0,initial
366,JP_3bcpyh_reef096_R,3bcpyh,Japanese,0.052,R,reef,317,1251,1784,-,IY1,50,yes,yes,Male,0,initial
367,JP_3bcpyh_reef144_R,3bcpyh,Japanese,0.042,R,reef,330,1351,1905,-,IY1,50,yes,yes,Male,0,initial
368,JP_3bcpyh_reef192_R,3bcpyh,Japanese,0.038,R,reef,345,1198,2262,-,IY1,50,yes,yes,Male,0,initial
369,JP_3bcpyh_reeve037_R,3bcpyh,Japanese,0.038,R,reeve,414,1431,1881,-,IY1,50,yes,yes,Male,0,initial
370,JP_3bcpyh_reeve085_R,3bcpyh,Japanese,0.06,R,reeve,358,1116,1943,-,IY1,50,yes,yes,Male,0,initial
371,JP_3bcpyh_reeve133_R,3bcpyh,Japanese,0.076,R,reeve,366,1229,1904,-,IY1,50,yes,yes,Male,0,initial
372,JP_3bcpyh_reeve181_R,3bcpyh,Japanese,0.064,R,reeve,383,1190,1993,-,IY1,50,yes,yes,Male,0,initial
373,JP_3bcpyh_room073_R,3bcpyh,Japanese,0.038,R,room,355,1419,1852,-,UW1,50,yes,yes,Male,0,initial
374,JP_3bcpyh_room121_R,3bcpyh,Japanese,0.06,R,room,334,1289,1946,-,UW1,50,yes,yes,Male,0,initial
375,JP_3bcpyh_room169_R,3bcpyh,Japanese,0.038,R,room,355,1502,2064,-,UW1,50,yes,yes,Male,0,initial
376,JP_3bcpyh_rube054_R,3bcpyh,Japanese,0.052,R,rube,374,1252,1776,-,UW1,50,yes,yes,Male,0,initial
377,JP_3bcpyh_rube102_R,3bcpyh,Japanese,0.048,R,rube,370,1269,1772,-,UW1,50,yes,yes,Male,0,initial
378,JP_3bcpyh_rube150_R,3bcpyh,Japanese,0.046,R,rube,348,1324,1838,-,UW1,50,yes,yes,Male,0,initial
379,JP_3bcpyh_rube198_R,3bcpyh,Japanese,0.05,R,rube,310,1108,1743,-,UW1,50,yes,yes,Male,0,initial
380,JP_3pzrts_lamb035_L,3pzrts,Japanese,0.11,L,lamb,365,1441,2881,-,AE1,50,yes,yes,Male,0,initial
381,JP_3pzrts_lamb089_L,3pzrts,Japanese,0.098,L,lamb,392,1430,2735,-,AE1,50,yes,yes,Male,0,initial
382,JP_3pzrts_lamb138_L,3pzrts,Japanese,0.11,L,lamb,336,1527,2905,-,AE1,50,yes,yes,Male,0,initial
383,JP_3pzrts_lamb187_L,3pzrts,Japanese,0.134,L,lamb,333,1528,2881,-,AE1,50,yes,yes,Male,0,initial
384,JP_3pzrts_lamp053_L,3pzrts,Japanese,0.088,L,lamp,341,1302,2797,-,AE1,50,yes,yes,Male,0,initial
385,JP_3pzrts_lamp107_L,3pzrts,Japanese,0.106,L,lamp,333,1469,2843,-,AE1,50,yes,yes,Male,0,initial
386,JP_3pzrts_lamp156_L,3pzrts,Japanese,0.128,L,lamp,293,1324,2790,-,AE1,50,yes,yes,Male,0,initial
387,JP_3pzrts_lamp205_L,3pzrts,Japanese,0.098,L,lamp,364,1268,2887,-,AE1,50,yes,yes,Male,0,initial
388,JP_3pzrts_lap032_L,3pzrts,Japanese,0.108,L,lap,369,1344,2778,-,AE1,50,yes,yes,Male,0,initial
389,JP_3pzrts_lap086_L,3pzrts,Japanese,0.094,L,lap,348,1324,2847,-,AE1,50,yes,yes,Male,0,initial
390,JP_3pzrts_lap135_L,3pzrts,Japanese,0.11,L,lap,322,1397,2822,-,AE1,50,yes,yes,Male,0,initial
391,JP_3pzrts_lap184_L,3pzrts,Japanese,0.106,L,lap,361,1428,2807,-,AE1,50,yes,yes,Male,0,initial
392,JP_3pzrts_leaf033_L,3pzrts,Japanese,0.058,L,leaf,369,1713,2827,-,IY1,50,yes,yes,Male,0,initial
393,JP_3pzrts_leaf087_L,3pzrts,Japanese,0.066,L,leaf,349,1674,2759,-,IY1,50,yes,yes,Male,0,initial
394,JP_3pzrts_leaf136_L,3pzrts,Japanese,0.038,L,leaf,323,1678,2720,-,IY1,50,yes,yes,Male,0,initial
395,JP_3pzrts_leaf185_L,3pzrts,Japanese,0.046,L,leaf,304,1720,2787,-,IY1,50,yes,yes,Male,0,initial
396,JP_3pzrts_leap051_L,3pzrts,Japanese,0.038,L,leap,327,1719,2788,-,IY1,50,yes,yes,Male,0,initial
397,JP_3pzrts_leap105_L,3pzrts,Japanese,0.078,L,leap,334,1675,2765,-,IY1,50,yes,yes,Male,0,initial
398,JP_3pzrts_leap154_L,3pzrts,Japanese,0.08,L,leap,276,1557,2715,-,IY1,50,yes,yes,Male,0,initial
399,JP_3pzrts_leap203_L,3pzrts,Japanese,0.088,L,leap,328,1672,2728,-,IY1,50,yes,yes,Male,0,initial
400,JP_3pzrts_leave034_L,3pzrts,Japanese,0.076,L,leave,337,1496,2843,-,IY1,50,yes,yes,Male,0,initial
401,JP_3pzrts_leave088_L,3pzrts,Japanese,0.098,L,leave,320,1594,2736,-,IY1,50,yes,yes,Male,0,initial
402,JP_3pzrts_leave137_L,3pzrts,Japanese,0.086,L,leave,350,1700,2720,-,IY1,50,yes,yes,Male,0,initial
403,JP_3pzrts_leave186_L,3pzrts,Japanese,0.074,L,leave,327,1734,2736,-,IY1,50,yes,yes,Male,0,initial
404,JP_3pzrts_loom028_L,3pzrts,Japanese,0.128,L,loom,296,1512,2748,-,UW1,50,yes,yes,Male,0,initial
405,JP_3pzrts_loom131_L,3pzrts,Japanese,0.068,L,loom,339,1490,2842,-,UW1,50,yes,yes,Male,0,initial
406,JP_3pzrts_loom180_L,3pzrts,Japanese,0.126,L,loom,293,1593,2790,-,UW1,50,yes,yes,Male,0,initial
407,JP_3pzrts_ram046_R,3pzrts,Japanese,0.068,R,ram,384,1459,2634,-,AE1,50,yes,yes,Male,0,initial
408,JP_3pzrts_ram100_R,3pzrts,Japanese,0.102,R,ram,312,1507,2778,-,AE1,50,yes,yes,Male,0,initial
409,JP_3pzrts_ram149_R,3pzrts,Japanese,0.088,R,ram,334,1514,2673,-,AE1,50,yes,yes,Male,0,initial
410,JP_3pzrts_ram198_R,3pzrts,Japanese,0.124,R,ram,350,1537,2845,-,AE1,50,yes,yes,Male,0,initial
411,JP_3pzrts_ramp047_R,3pzrts,Japanese,0.098,R,ramp,383,1398,2789,-,AE1,50,yes,yes,Male,0,initial
412,JP_3pzrts_ramp101_R,3pzrts,Japanese,0.078,R,ramp,374,1359,2766,-,AE1,50,yes,yes,Male,0,initial
413,JP_3pzrts_ramp150_R,3pzrts,Japanese,0.096,R,ramp,368,1488,2878,-,AE1,50,yes,yes,Male,0,initial
414,JP_3pzrts_ramp199_R,3pzrts,Japanese,0.11,R,ramp,368,1449,2888,-,AE1,50,yes,yes,Male,0,initial
415,JP_3pzrts_rap052_R,3pzrts,Japanese,0.076,R,rap,365,1324,2720,-,AE1,50,yes,yes,Male,0,initial
416,JP_3pzrts_rap106_R,3pzrts,Japanese,0.084,R,rap,356,1319,2712,-,AE1,50,yes,yes,Male,0,initial
417,JP_3pzrts_rap155_R,3pzrts,Japanese,0.112,R,rap,345,1272,2916,-,AE1,50,yes,yes,Male,0,initial
418,JP_3pzrts_rap204_R,3pzrts,Japanese,0.112,R,rap,359,1373,2914,-,AE1,50,yes,yes,Male,0,initial
419,JP_3pzrts_reap027_R,3pzrts,Japanese,0.094,R,reap,321,1561,2790,-,IY1,50,yes,yes,Male,0,initial
420,JP_3pzrts_reap081_R,3pzrts,Japanese,0.064,R,reap,323,1692,2697,-,IY1,50,yes,yes,Male,0,initial
421,JP_3pzrts_reap130_R,3pzrts,Japanese,0.104,R,reap,335,1638,2815,-,IY1,50,yes,yes,Male,0,initial
422,JP_3pzrts_reap179_R,3pzrts,Japanese,0.066,R,reap,346,1718,2763,-,IY1,50,yes,yes,Male,0,initial
423,JP_3pzrts_reef048_R,3pzrts,Japanese,0.062,R,reef,323,1656,2670,-,IY1,50,yes,yes,Male,0,initial
424,JP_3pzrts_reef102_R,3pzrts,Japanese,0.074,R,reef,342,1626,2671,-,IY1,50,yes,yes,Male,0,initial
425,JP_3pzrts_reef151_R,3pzrts,Japanese,0.078,R,reef,328,1688,2671,-,IY1,50,yes,yes,Male,0,initial
426,JP_3pzrts_reef200_R,3pzrts,Japanese,0.09,R,reef,303,1522,2669,-,IY1,50,yes,yes,Male,0,initial
427,JP_3pzrts_reeve037_R,3pzrts,Japanese,0.046,R,reeve,306,1701,2747,-,IY1,50,yes,yes,Male,0,initial
428,JP_3pzrts_reeve091_R,3pzrts,Japanese,0.09,R,reeve,347,1621,2739,-,IY1,50,yes,yes,Male,0,initial
429,JP_3pzrts_reeve140_R,3pzrts,Japanese,0.11,R,reeve,339,1611,2795,-,IY1,50,yes,yes,Male,0,initial
430,JP_3pzrts_reeve189_R,3pzrts,Japanese,0.074,R,reeve,318,1682,2754,-,IY1,50,yes,yes,Male,0,initial
431,JP_3pzrts_room025_R,3pzrts,Japanese,0.072,R,room,291,1613,2719,-,UW1,50,yes,yes,Male,0,initial
432,JP_3pzrts_room079_R,3pzrts,Japanese,0.068,R,room,266,1599,2514,-,UW1,50,yes,yes,Male,0,initial
433,JP_3pzrts_room128_R,3pzrts,Japanese,0.078,R,room,302,1453,2770,-,UW1,50,yes,yes,Male,0,initial
434,JP_3pzrts_room177_R,3pzrts,Japanese,0.062,R,room,309,1541,2754,-,UW1,50,yes,yes,Male,0,initial
435,JP_54i2ks_lamb035_L,54i2ks,Japanese,0.034,L,lamb,336,1516,2257,-,AE1,50,yes,yes,Male,0,initial
436,JP_54i2ks_lamb085_L,54i2ks,Japanese,0.05,L,lamb,348,1397,2159,-,AE1,50,yes,yes,Male,0,initial
